temperature,humidity,horizontal_radiation,normal_radiation,heating,cooling,ventilation,gains
12.69,69.58,0.0,0.0,0.0,0.0,0,138.6
12.51,70.53,0.0,0.0,0.0,0.0,0,138.6
12.63,72.41,0.0,0.0,0.0,0.0,0,138.6
12.71,74.12,0.0,0.0,0.0,0.0,0,138.6
12.66,75.9,0.0,0.0,0.0,0.0,0,138.6
12.82,73.94,0.0,0.0,0.0,0.0,0,138.6
13.1,71.62,0.0,0.0,0.0,0.0,0,138.6
13.22,72.46,0.0,0.0,0.0,0.0,0,13.86
13.29,75.38,0.0,0.0,0.0,0.0,0,13.86
13.46,78.3,0.0,0.0,0.0,0.0,0,13.86
13.71,80.12,0.0,0.0,0.0,0.0,0,13.86
13.97,82.07,0.0,0.0,0.0,0.0,0,13.86
14.26,85.12,0.0,0.0,0.0,0.0,0,13.86
14.6,87.56,0.0,0.0,0.0,0.0,0,13.86
15.2,88.31,0.0,0.0,0.0,0.0,0,13.86
15.63,88.88,24.33,20.61,0.0,0.0,0,13.86
15.82,88.61,94.25,70.14,0.0,0.0,0,13.86
15.86,86.78,138.83,98.94,0.0,0.0,0,13.86
15.82,85.89,150.67,199.19,0.0,0.0,0,13.86
15.56,86.71,104.17,28.51,0.0,0.0,0,13.86
15.4,87.31,134.17,35.29,0.0,0.0,0,13.86
15.34,87.67,94.83,20.83,0.0,0.0,0,13.86
15.22,88.48,29.67,1.93,0.0,0.0,0,13.86
15.09,89.66,2.33,0.0,0.0,0.0,0,13.86
15.09,89.91,0.0,0.0,0.0,0.0,0,13.86
15.07,88.59,0.0,0.0,0.0,0.0,0,13.86
15.0,87.16,0.0,0.0,0.0,0.0,0,13.86
14.95,86.41,0.0,0.0,0.0,0.0,0,13.86
14.92,86.11,0.0,0.0,0.0,0.0,0,13.86
14.85,86.52,0.0,0.0,0.0,0.0,0,13.86
14.82,86.88,0.0,0.0,0.0,0.0,0,13.86
14.91,86.49,0.0,0.0,0.0,0.0,0,13.86
15.12,85.38,0.0,0.0,0.0,0.0,0,13.86
15.24,84.83,0.0,0.0,0.0,0.0,0,13.86
15.14,86.25,0.0,0.0,0.0,0.0,0,13.86
14.84,88.21,0.0,0.0,0.0,0.0,0,13.86
14.52,90.94,0.0,0.0,0.0,0.0,0,13.86
14.41,91.79,0.0,0.0,0.0,0.0,0,13.86
14.64,89.6,0.0,0.0,0.0,0.0,0,13.86
14.99,87.24,16.83,35.39,0.0,0.0,0,13.86
15.5,85.05,86.67,160.35,0.0,0.0,0,13.86
15.96,84.05,114.58,28.81,0.0,0.0,0,13.86
16.42,82.24,151.67,32.67,0.0,0.0,0,13.86
16.36,80.08,142.67,23.62,0.0,0.0,0,13.86
16.3,77.7,82.25,2.28,0.0,0.0,0,13.86
15.82,78.46,41.08,3.38,0.0,0.0,0,13.86
14.62,82.38,41.08,15.2,0.0,0.0,0,13.86
13.33,84.82,4.25,1.69,0.0,0.0,0,13.86
12.46,85.21,0.0,0.0,0.0,0.0,0,13.86
12.13,85.03,0.0,0.0,0.0,0.0,0,13.86
12.26,83.08,0.0,0.0,0.0,0.0,0,13.86
12.45,81.31,0.0,0.0,0.0,0.0,0,13.86
12.3,80.04,0.0,0.0,0.0,0.0,0,13.86
11.97,78.21,0.0,0.0,0.0,0.0,0,13.86
11.73,79.27,0.0,0.0,0.0,0.0,0,13.86
11.38,82.73,0.0,0.0,0.0,0.0,0,138.6
11.08,85.21,0.0,0.0,0.0,0.0,0,138.6
11.01,85.35,0.0,0.0,0.0,0.0,0,138.6
11.21,81.54,0.0,0.0,0.0,0.0,0,138.6
11.4,75.42,0.0,0.0,0.0,0.0,0,138.6
11.24,72.54,0.0,0.0,0.0,0.0,0,138.6
10.84,73.72,0.0,0.0,0.0,0.0,0,138.6
10.58,75.78,0.0,0.0,0.0,0.0,0,138.6
10.44,77.45,16.33,240.6,0.0,0.0,0,138.6
10.46,77.43,55.83,597.5,0.0,0.0,0,138.6
11.08,75.0,75.75,673.28,0.0,0.0,0,138.6
11.67,73.8,69.5,784.93,0.0,0.0,0,138.6
11.97,70.54,89.83,703.62,0.0,0.0,0,138.6
11.82,70.75,83.17,555.17,0.0,0.0,0,138.6
11.61,72.91,53.42,139.08,0.0,0.0,0,138.6
11.58,73.42,35.83,377.43,0.0,0.0,0,138.6
11.14,75.81,3.5,41.94,0.0,0.0,0,138.6
10.55,78.28,0.0,0.0,0.0,0.0,0,138.6
10.22,77.64,0.0,0.0,0.0,0.0,0,138.6
9.99,77.92,0.0,0.0,0.0,0.0,0,138.6
10.0,78.01,0.0,0.0,0.0,0.0,0,138.6
10.3,76.6,0.0,0.0,0.0,0.0,0,138.6
11.05,75.5,0.0,0.0,0.0,0.0,0,138.6
11.67,74.54,0.0,0.0,0.0,0.0,0,138.6
11.93,74.54,0.0,0.0,0.0,0.0,0,138.6
12.2,75.23,0.0,0.0,0.0,0.0,0,138.6
12.56,76.73,0.0,0.0,0.0,0.0,0,138.6
12.76,80.95,0.0,0.0,0.0,0.0,0,138.6
12.71,85.6,0.0,0.0,0.0,0.0,0,138.6
12.91,85.83,0.0,0.0,0.0,0.0,0,138.6
13.12,85.2,0.0,0.0,0.0,0.0,0,138.6
13.06,86.47,0.0,0.0,0.0,0.0,0,138.6
12.94,86.91,13.17,17.5,0.0,0.0,0,138.6
12.86,87.11,31.25,4.38,0.0,0.0,0,138.6
12.91,87.37,65.5,2.86,0.0,0.0,0,138.6
13.22,86.71,138.5,25.34,0.0,0.0,0,138.6
13.84,85.64,155.92,157.8,0.0,0.0,0,138.6
14.29,85.96,106.67,514.18,0.0,0.0,0,138.6
14.48,86.3,94.58,381.61,0.0,0.0,0,138.6
14.31,85.62,42.5,372.07,0.0,0.0,0,138.6
13.75,85.13,3.75,38.19,0.0,0.0,0,138.6
13.16,85.22,0.0,0.0,0.0,0.0,0,138.6
12.87,85.9,0.0,0.0,0.0,0.0,0,138.6
12.58,86.77,0.0,0.0,0.0,0.0,0,138.6
12.34,87.16,0.0,0.0,0.0,0.0,0,138.6
12.1,87.99,0.0,0.0,0.0,0.0,0,138.6
12.04,90.59,0.0,0.0,0.0,0.0,0,138.6
12.14,93.77,0.0,0.0,0.0,0.0,0,138.6
12.39,94.71,0.0,0.0,0.0,0.0,0,138.6
13.11,91.64,0.0,0.0,0.0,0.0,0,138.6
14.33,88.72,0.0,0.0,0.0,0.0,0,138.6
14.65,91.31,0.0,0.0,0.0,0.0,0,138.6
14.33,93.13,0.0,0.0,0.0,0.0,0,138.6
14.21,91.2,0.0,0.0,0.0,0.0,0,138.6
13.76,89.76,0.0,0.0,0.0,0.0,0,138.6
12.5,85.03,0.0,0.0,0.0,0.0,0,138.6
10.72,81.42,21.17,85.66,0.0,0.0,0,138.6
10.15,78.55,82.0,82.38,0.0,0.0,0,138.6
10.45,79.3,121.67,309.3,0.0,0.0,0,138.6
10.7,80.39,107.5,583.52,0.0,0.0,0,138.6
10.75,80.26,132.42,302.65,0.0,0.0,0,138.6
10.38,80.17,41.83,27.37,0.0,0.0,0,138.6
10.27,81.39,38.25,0.0,0.0,0.0,0,138.6
10.6,79.71,13.5,0.0,0.0,0.0,0,138.6
10.0,80.38,1.08,0.0,0.0,0.0,0,138.6
9.22,85.02,0.0,0.0,0.0,0.0,0,138.6
8.89,87.44,0.0,0.0,0.0,0.0,0,138.6
8.66,88.42,0.0,0.0,0.0,0.0,0,138.6
8.65,87.91,0.0,0.0,0.0,0.0,0,138.6
8.69,87.11,0.0,0.0,0.0,0.0,0,138.6
8.5,88.33,0.0,0.0,0.0,0.0,0,138.6
8.35,87.0,0.0,0.0,0.0,0.0,0,138.6
8.15,85.31,0.0,0.0,0.0,0.0,0,138.6
8.09,84.4,0.0,0.0,0.0,0.0,0,138.6
8.06,83.04,0.0,0.0,0.0,0.0,0,138.6
8.06,81.62,0.0,0.0,0.0,0.0,0,138.6
8.2,79.83,0.0,0.0,0.0,0.0,0,138.6
8.3,78.59,0.0,0.0,0.0,0.0,0,138.6
8.13,78.77,0.0,0.0,0.0,0.0,0,138.6
7.91,79.13,0.0,0.0,0.0,0.0,0,138.6
7.89,79.15,23.17,53.06,0.0,0.0,0,138.6
8.51,78.42,71.42,99.43,0.0,0.0,0,138.6
9.43,77.38,50.58,65.59,0.0,0.0,0,138.6
9.63,76.71,133.83,353.45,0.0,0.0,0,138.6
9.68,76.09,108.42,600.95,0.0,0.0,0,138.6
9.87,75.25,86.67,652.98,0.0,0.0,0,138.6
9.99,75.14,52.08,682.84,0.0,0.0,0,138.6
9.93,75.99,41.5,357.87,0.0,0.0,0,138.6
9.69,77.47,4.17,32.79,0.0,0.0,0,138.6
9.26,79.48,0.0,0.0,0.0,0.0,0,138.6
8.91,81.27,0.0,0.0,0.0,0.0,0,138.6
8.69,82.19,0.0,0.0,0.0,0.0,0,138.6
8.45,82.87,0.0,0.0,0.0,0.0,0,138.6
8.04,84.22,0.0,0.0,0.0,0.0,0,138.6
7.2,86.73,0.0,0.0,0.0,0.0,0,138.6
6.4,89.02,0.0,0.0,0.0,0.0,0,138.6
5.95,90.51,0.0,0.0,0.0,0.0,0,138.6
5.69,91.49,0.0,0.0,0.0,0.0,0,138.6
5.26,92.27,0.0,0.0,0.0,0.0,0,138.6
4.86,92.86,0.0,0.0,0.0,0.0,0,138.6
4.66,93.2,0.0,0.0,0.0,0.0,0,138.6
4.53,93.36,0.0,0.0,51.69,0.0,0,138.6
4.28,93.75,0.0,0.0,44.43,0.0,0,138.6
3.91,94.61,0.0,0.0,65.98,0.0,0,138.6
3.37,95.11,14.67,216.5,63.68,0.0,0,138.6
3.66,95.62,52.67,596.6,39.81,0.0,0,138.6
4.8,95.13,86.83,596.04,0.0,0.0,0,138.6
5.92,93.91,93.83,659.68,0.0,0.0,0,138.6
6.89,90.71,98.67,650.37,0.0,0.0,0,138.6
7.72,85.72,79.0,686.28,0.0,0.0,0,138.6
8.29,81.19,66.58,598.2,0.0,0.0,0,138.6
8.68,78.62,36.67,434.9,0.0,0.0,0,138.6
8.85,78.9,3.42,42.72,0.0,0.0,0,138.6
8.71,80.95,0.0,0.0,0.0,0.0,0,138.6
8.49,82.68,0.0,0.0,0.0,0.0,0,138.6
8.35,83.26,0.0,0.0,0.0,0.0,0,138.6
8.36,82.69,0.0,0.0,0.0,0.0,0,138.6
8.46,82.05,0.0,0.0,0.0,0.0,0,138.6
8.47,81.75,0.0,0.0,0.0,0.0,0,138.6
8.36,82.44,0.0,0.0,0.0,0.0,0,138.6
8.36,82.91,0.0,0.0,0.0,0.0,0,13.86
8.47,82.27,0.0,0.0,15.46,0.0,0,13.86
8.61,81.06,0.0,0.0,87.12,0.0,0,13.86
8.88,80.12,0.0,0.0,74.03,0.0,0,13.86
9.06,80.0,0.0,0.0,71.78,0.0,0,13.86
9.15,79.72,0.0,0.0,51.52,0.0,0,13.86
9.23,79.39,0.0,0.0,60.66,0.0,0,13.86
9.34,79.61,0.0,0.0,79.28,0.0,0,13.86
9.48,80.47,11.17,0.0,38.74,0.0,0,13.86
9.73,80.95,44.42,0.0,51.82,0.0,0,13.86
10.22,80.6,50.58,0.0,32.87,0.0,0,13.86
10.71,80.58,63.25,0.0,14.95,0.0,0,13.86
11.05,80.78,108.67,7.71,0.0,0.0,0,13.86
11.36,80.04,132.0,104.72,0.0,0.0,0,13.86
11.61,78.86,91.5,321.27,0.0,0.0,0,13.86
11.63,77.73,45.42,45.43,0.0,0.0,0,13.86
11.59,76.03,4.17,1.16,0.0,0.0,0,13.86
11.38,76.58,0.0,0.0,14.69,0.0,0,13.86
11.07,78.94,0.0,0.0,22.52,0.0,0,13.86
10.92,36.79,0.0,0.0,30.88,0.0,0,13.86
10.84,6.0,0.0,0.0,31.94,0.0,0,13.86
10.86,6.0,0.0,0.0,31.91,0.0,0,13.86
11.4,5.8,0.0,0.0,18.97,0.0,0,13.86
11.74,5.65,0.0,0.0,12.68,0.0,0,13.86
11.76,5.65,0.0,0.0,14.74,0.0,0,13.86
11.55,5.74,0.0,0.0,18.98,0.0,0,13.86
11.0,5.95,0.0,0.0,34.34,0.0,0,13.86
10.42,6.17,0.0,0.0,48.86,0.0,0,13.86
9.68,6.48,0.0,0.0,66.91,0.0,0,13.86
8.8,6.88,0.0,0.0,89.13,0.0,0,13.86
8.08,7.22,0.0,0.0,106.45,0.0,0,13.86
7.26,7.67,0.0,0.0,126.19,0.0,0,13.86
6.66,7.99,20.17,42.35,124.05,0.0,0,13.86
6.57,8.02,75.75,37.15,99.24,0.0,0,13.86
6.83,7.88,97.83,6.18,90.0,0.0,0,13.86
7.44,7.57,108.92,2.5,75.12,0.0,0,13.86
8.05,7.25,108.25,6.43,59.01,0.0,0,13.86
8.6,7.0,130.33,34.45,35.89,0.0,0,13.86
8.97,6.8100000000000005,100.75,45.64,43.22,0.0,0,13.86
9.19,6.72,52.33,60.72,67.16,0.0,0,13.86
9.28,6.67,4.83,6.38,87.78,0.0,0,13.86
9.05,6.77,0.0,0.0,90.4,0.0,0,13.86
8.7,6.94,0.0,0.0,95.91,0.0,0,13.86
8.6,7.0,0.0,0.0,96.85,0.0,0,13.86
8.56,7.03,0.0,0.0,97.86,0.0,0,13.86
8.3,7.14,0.0,0.0,104.74,0.0,0,13.86
7.76,7.4,0.0,0.0,119.38,0.0,0,13.86
7.44,7.58,0.0,0.0,127.73,0.0,0,13.86
7.14,7.75,0.0,0.0,9.92,0.0,0,138.6
6.84,7.91,0.0,0.0,33.25,0.0,0,138.6
6.62,8.01,0.0,0.0,45.76,0.0,0,138.6
6.42,8.11,0.0,0.0,49.71,0.0,0,138.6
6.41,8.12,0.0,0.0,49.93,0.0,0,138.6
6.51,8.07,0.0,0.0,47.48,0.0,0,138.6
6.44,8.11,0.0,0.0,49.48,0.0,0,138.6
6.27,8.21,0.0,0.0,54.49,0.0,0,138.6
6.03,8.34,11.58,117.73,40.1,0.0,0,138.6
6.02,8.34,54.25,546.47,6.51,0.0,0,138.6
6.11,8.3,75.0,656.95,0.0,0.0,0,138.6
6.74,7.95,94.42,649.43,0.0,0.0,0,138.6
7.83,7.38,86.17,704.52,0.0,0.0,0,138.6
8.94,6.83,83.0,660.41,0.0,0.0,0,138.6
9.78,6.45,68.67,581.11,0.0,0.0,0,138.6
10.07,6.32,36.83,425.21,0.0,0.0,0,138.6
9.12,6.77,3.42,41.79,0.0,0.0,0,138.6
7.68,7.45,0.0,0.0,0.0,0.0,0,138.6
6.98,7.82,0.0,0.0,0.0,0.0,0,138.6
6.74,7.96,0.0,0.0,0.0,0.0,0,138.6
6.26,8.2,0.0,0.0,0.0,0.0,0,138.6
5.5600000000000005,8.61,0.0,0.0,52.68,0.0,0,138.6
5.58,8.62,0.0,0.0,62.39,0.0,0,138.6
5.44,8.7,0.0,0.0,65.94,0.0,0,138.6
4.98,8.97,0.0,0.0,78.3,0.0,0,138.6
4.5600000000000005,9.25,0.0,0.0,85.88,0.0,0,138.6
4.12,9.55,0.0,0.0,103.49,0.0,0,138.6
3.66,9.85,0.0,0.0,114.02,0.0,0,138.6
3.28,10.15,0.0,0.0,123.46,0.0,0,138.6
3.04,10.31,0.0,0.0,129.36,0.0,0,138.6
2.85,10.44,0.0,0.0,134.61,0.0,0,138.6
2.71,10.56,0.0,0.0,138.77,0.0,0,138.6
2.63,10.63,10.97,122.77,127.35,0.0,0,138.6
2.69,10.56,50.75,573.08,78.66,0.0,0,138.6
3.0,10.32,65.5,705.64,41.97,0.0,0,138.6
3.49,9.97,73.83,749.69,13.98,0.0,0,138.6
4.13,9.54,72.17,769.51,0.0,0.0,0,138.6
4.7,9.18,68.33,733.56,0.0,0.0,0,138.6
5.51,8.67,66.58,586.99,11.31,0.0,0,138.6
5.86,8.46,37.5,414.88,46.93,0.0,0,138.6
5.79,8.5,3.5,40.64,78.33,0.0,0,138.6
5.24,8.82,0.0,0.0,84.63,0.0,0,138.6
4.98,8.99,0.0,0.0,84.88,0.0,0,138.6
4.97,9.01,0.0,0.0,83.5,0.0,0,138.6
4.84,9.08,0.0,0.0,86.91,0.0,0,138.6
4.84,9.07,0.0,0.0,87.51,0.0,0,138.6
4.93,9.02,0.0,0.0,85.86,0.0,0,138.6
4.9,9.03,0.0,0.0,87.47,0.0,0,138.6
4.85,9.05,0.0,0.0,89.56,0.0,0,138.6
4.7,9.17,0.0,0.0,90.71,0.0,0,138.6
4.61,9.22,0.0,0.0,98.24,0.0,0,138.6
4.29,9.43,0.0,0.0,104.9,0.0,0,138.6
3.98,9.63,0.0,0.0,113.84,0.0,0,138.6
3.84,9.74,0.0,0.0,117.6,0.0,0,138.6
3.84,9.74,0.0,0.0,118.11,0.0,0,138.6
3.93,9.67,0.0,0.0,116.22,0.0,0,138.6
4.11,9.56,10.03,133.75,94.56,0.0,0,138.6
4.65,9.21,47.08,595.07,42.82,0.0,0,138.6
5.71,8.56,62.25,720.69,0.0,0.0,0,138.6
7.02,7.81,69.92,764.49,0.0,0.0,0,138.6
8.48,7.06,68.67,783.06,0.0,0.0,0,138.6
9.76,6.46,66.75,739.91,0.0,0.0,0,138.6
10.56,6.1,64.58,600.69,0.0,0.0,0,138.6
10.86,6.0,38.75,395.78,0.0,0.0,0,138.6
10.39,6.2,3.67,38.29,0.0,0.0,0,138.6
9.53,6.55,0.0,0.0,0.0,0.0,0,138.6
9.01,6.79,0.0,0.0,0.0,0.0,0,138.6
9.02,6.79,0.0,0.0,0.0,0.0,0,138.6
8.84,6.87,0.0,0.0,0.0,0.0,0,138.6
8.4,7.07,0.0,0.0,0.0,0.0,0,138.6
8.43,7.06,0.0,0.0,0.0,0.0,0,138.6
8.57,7.0,0.0,0.0,0.0,0.0,0,138.6
8.27,7.15,0.0,0.0,0.0,0.0,0,138.6
8.03,7.28,0.0,0.0,0.0,0.0,0,138.6
7.96,7.3,0.0,0.0,0.0,0.0,0,138.6
8.01,7.27,0.0,0.0,0.0,0.0,0,138.6
8.05,7.25,0.0,0.0,0.0,0.0,0,138.6
8.09,7.22,0.0,0.0,6.7,0.0,0,138.6
8.5,7.02,0.0,0.0,5.65,0.0,0,138.6
9.02,6.78,0.0,0.0,0.0,0.0,0,138.6
9.24,6.67,13.28,69.27,0.0,0.0,0,138.6
9.54,6.5600000000000005,71.67,291.84,0.0,0.0,0,138.6
10.18,6.3,106.58,45.22,0.0,0.0,0,138.6
10.83,6.0,107.17,3.73,0.0,0.0,0,138.6
11.44,5.75,97.75,1.29,0.0,0.0,0,138.6
11.77,5.62,100.0,4.67,0.0,0.0,0,138.6
11.27,5.83,51.17,2.84,0.0,0.0,0,138.6
10.61,6.12,39.75,10.42,0.0,0.0,0,138.6
9.86,6.43,4.0,1.16,0.0,0.0,0,138.6
8.93,6.83,0.0,0.0,0.0,0.0,0,138.6
8.14,7.2,0.0,0.0,0.0,0.0,0,138.6
7.51,7.52,0.0,0.0,0.0,0.0,0,138.6
7.06,7.77,0.0,0.0,0.0,0.0,0,138.6
6.68,7.97,0.0,0.0,0.0,0.0,0,138.6
5.98,8.37,0.0,0.0,20.01,0.0,0,138.6
5.41,8.72,0.0,0.0,71.08,0.0,0,138.6
4.82,9.09,0.0,0.0,88.39,0.0,0,138.6
4.34,9.42,0.0,0.0,97.76,0.0,0,138.6
4.17,9.53,0.0,0.0,106.75,0.0,0,138.6
4.06,9.58,0.0,0.0,107.73,0.0,0,138.6
3.86,9.72,0.0,0.0,113.36,0.0,0,138.6
3.49,9.98,0.0,0.0,124.34,0.0,0,138.6
3.1,10.25,0.0,0.0,134.11,0.0,0,138.6
2.9,10.41,0.0,0.0,140.83,0.0,0,138.6
2.74,10.54,10.53,126.37,131.64,0.0,0,138.6
2.75,10.54,51.42,552.45,82.29,0.0,0,138.6
3.29,10.15,66.67,689.4,37.39,0.0,0,138.6
4.37,9.4,75.92,733.4,0.0,0.0,0,138.6
5.6,8.61,75.42,752.08,0.0,0.0,0,138.6
6.61,8.01,72.33,711.16,0.0,0.0,0,138.6
7.38,7.6,67.33,580.04,0.0,0.0,0,138.6
7.8,7.39,39.0,392.47,0.0,0.0,0,138.6
7.91,7.32,3.67,38.14,0.0,0.0,0,138.6
7.5,7.53,0.0,0.0,0.0,0.0,0,138.6
6.96,7.85,0.0,0.0,41.23,0.0,0,138.6
6.62,8.04,0.0,0.0,49.42,0.0,0,138.6
6.32,8.19,0.0,0.0,56.11,0.0,0,138.6
5.91,8.43,0.0,0.0,66.33,0.0,0,138.6
5.99,8.38,0.0,0.0,65.67,0.0,0,138.6
5.77,8.51,0.0,0.0,70.42,0.0,0,138.6
5.41,8.73,0.0,0.0,207.35,0.0,0,13.86
5.38,8.75,0.0,0.0,182.89,0.0,0,13.86
5.32,8.78,0.0,0.0,189.06,0.0,0,13.86
5.26,8.8,0.0,0.0,189.94,0.0,0,13.86
5.1,8.92,0.0,0.0,194.55,0.0,0,13.86
4.83,9.09,0.0,0.0,201.62,0.0,0,13.86
4.67,9.18,0.0,0.0,207.06,0.0,0,13.86
4.52,9.29,0.0,0.0,212.02,0.0,0,13.86
4.45,9.32,14.33,44.27,202.79,0.0,0,13.86
4.55,9.24,81.17,187.26,153.19,0.0,0,13.86
5.57,8.62,127.58,232.13,102.27,0.0,0,13.86
6.57,8.02,151.0,277.94,68.62,0.0,0,13.86
7.07,7.75,146.0,361.77,56.64,0.0,0,13.86
7.47,7.56,136.58,315.02,58.62,0.0,0,13.86
7.74,7.41,87.33,440.37,71.79,0.0,0,13.86
7.8,7.38,42.0,370.03,111.34,0.0,0,13.86
7.71,7.43,3.83,36.87,148.15,0.0,0,13.86
7.51,7.54,0.0,0.0,151.26,0.0,0,13.86
7.27,7.66,0.0,0.0,147.23,0.0,0,13.86
7.07,7.76,0.0,0.0,149.34,0.0,0,13.86
6.87,7.89,0.0,0.0,153.78,0.0,0,13.86
6.66,8.01,0.0,0.0,159.26,0.0,0,13.86
6.6,8.02,0.0,0.0,161.37,0.0,0,13.86
6.52,8.06,0.0,0.0,164.03,0.0,0,13.86
6.36,8.16,0.0,0.0,168.82,0.0,0,13.86
6.15,8.29,0.0,0.0,173.0,0.0,0,13.86
5.92,8.41,0.0,0.0,182.67,0.0,0,13.86
5.66,8.57,0.0,0.0,189.07,0.0,0,13.86
5.34,8.77,0.0,0.0,197.74,0.0,0,13.86
4.8100000000000005,9.11,0.0,0.0,211.73,0.0,0,13.86
4.15,9.53,0.0,0.0,229.01,0.0,0,13.86
3.34,10.08,0.0,0.0,249.37,0.0,0,13.86
2.53,10.7,9.92,128.18,263.4,0.0,0,13.86
2.39,10.8,49.42,563.79,217.54,0.0,0,13.86
3.32,10.12,68.42,676.26,171.76,0.0,0,13.86
4.26,9.47,78.33,720.87,134.73,0.0,0,13.86
4.77,9.12,75.67,750.17,126.0,0.0,0,13.86
5.14,8.88,71.83,715.2,132.58,0.0,0,13.86
5.35,8.74,64.42,606.98,156.37,0.0,0,13.86
5.35,8.76,35.75,438.43,196.54,0.0,0,13.86
5.11,8.92,3.33,43.04,217.47,0.0,0,13.86
4.71,9.18,0.0,0.0,217.77,0.0,0,13.86
4.32,9.42,0.0,0.0,223.65,0.0,0,13.86
3.99,9.65,0.0,0.0,232.05,0.0,0,13.86
3.71,9.84,0.0,0.0,239.86,0.0,0,13.86
3.4,10.05,0.0,0.0,248.57,0.0,0,13.86
3.24,10.15,0.0,0.0,254.28,0.0,0,13.86
3.03,10.3,0.0,0.0,261.15,0.0,0,13.86
2.69,10.55,0.0,0.0,148.3,0.0,0,138.6
2.39,10.8,0.0,0.0,166.69,0.0,0,138.6
2.1,11.05,0.0,0.0,181.78,0.0,0,138.6
1.84,11.24,0.0,0.0,188.58,0.0,0,138.6
1.61,11.42,0.0,0.0,195.11,0.0,0,138.6
1.36,11.62,0.0,0.0,201.95,0.0,0,138.6
1.2,11.76,0.0,0.0,206.97,0.0,0,138.6
1.03,11.92,0.0,0.0,212.08,0.0,0,138.6
0.91,12.0,10.14,120.7,207.83,0.0,0,138.6
1.15,11.8,51.92,534.0,151.25,0.0,0,138.6
1.82,11.24,70.0,664.23,110.83,0.0,0,138.6
2.68,10.57,77.08,723.26,74.96,0.0,0,138.6
3.44,10.01,72.58,761.41,60.12,0.0,0,138.6
4.04,9.6,71.0,720.08,58.58,0.0,0,138.6
4.61,9.22,62.33,623.68,72.32,0.0,0,138.6
4.89,9.05,36.25,438.51,106.09,0.0,0,138.6
4.61,9.22,3.42,42.83,135.51,0.0,0,138.6
3.91,9.7,0.0,0.0,141.08,0.0,0,138.6
3.23,10.18,0.0,0.0,152.4,0.0,0,138.6
2.72,10.55,0.0,0.0,163.8,0.0,0,138.6
2.44,10.76,0.0,0.0,171.35,0.0,0,138.6
2.22,10.92,0.0,0.0,177.11,0.0,0,138.6
1.89,11.18,0.0,0.0,186.07,0.0,0,138.6
1.58,11.45,0.0,0.0,194.69,0.0,0,138.6
1.39,11.61,0.0,0.0,200.09,0.0,0,138.6
1.22,11.74,0.0,0.0,202.29,0.0,0,138.6
1.16,11.77,0.0,0.0,209.1,0.0,0,138.6
1.17,11.78,0.0,0.0,208.92,0.0,0,138.6
1.11,11.83,0.0,0.0,211.38,0.0,0,138.6
1.01,11.91,0.0,0.0,214.95,0.0,0,138.6
1.06,11.86,0.0,0.0,215.0,0.0,0,138.6
1.1,11.83,0.0,0.0,215.57,0.0,0,138.6
1.05,11.88,10.28,116.01,210.05,0.0,0,138.6
1.42,11.58,52.0,526.46,147.06,0.0,0,138.6
2.33,10.85,66.25,685.09,98.69,0.0,0,138.6
3.4,10.06,72.0,748.86,56.09,0.0,0,138.6
4.45,9.34,66.33,791.9,33.0,0.0,0,138.6
5.41,8.73,65.0,748.97,23.36,0.0,0,138.6
6.15,8.3,63.75,612.93,35.82,0.0,0,138.6
6.48,8.09,35.75,444.85,69.25,0.0,0,138.6
6.23,8.22,3.33,43.74,100.05,0.0,0,138.6
5.54,8.64,0.0,0.0,106.34,0.0,0,138.6
4.94,9.02,0.0,0.0,113.84,0.0,0,138.6
4.67,9.18,0.0,0.0,117.96,0.0,0,138.6
4.68,9.17,0.0,0.0,116.42,0.0,0,138.6
4.65,9.21,0.0,0.0,118.26,0.0,0,138.6
4.92,9.05,0.0,0.0,111.84,0.0,0,138.6
5.19,8.87,0.0,0.0,105.81,0.0,0,138.6
5.12,8.91,0.0,0.0,108.35,0.0,0,138.6
5.08,8.92,0.0,0.0,107.93,0.0,0,138.6
4.93,9.02,0.0,0.0,115.5,0.0,0,138.6
4.76,9.13,0.0,0.0,119.41,0.0,0,138.6
4.59,9.24,0.0,0.0,123.8,0.0,0,138.6
4.39,9.39,0.0,0.0,129.2,0.0,0,138.6
4.17,9.54,0.0,0.0,134.84,0.0,0,138.6
3.96,9.66,0.0,0.0,140.39,0.0,0,138.6
3.76,9.79,12.03,51.43,135.9,0.0,0,138.6
3.94,9.68,66.75,38.29,104.54,0.0,0,138.6
4.53,9.29,92.58,5.13,86.73,0.0,0,138.6
4.94,9.01,104.0,2.56,78.26,0.0,0,138.6
5.08,8.92,91.67,0.25,83.18,0.0,0,138.6
5.21,8.84,88.33,19.12,73.98,0.0,0,138.6
5.43,8.71,100.08,170.7,52.97,0.0,0,138.6
5.53,8.65,41.08,390.57,83.02,0.0,0,138.6
5.29,8.8,3.5,42.33,120.73,0.0,0,138.6
4.75,9.13,0.0,0.0,125.56,0.0,0,138.6
4.02,9.62,0.0,0.0,138.49,0.0,0,138.6
3.22,10.17,0.0,0.0,158.18,0.0,0,138.6
2.55,10.66,0.0,0.0,174.61,0.0,0,138.6
1.92,11.17,0.0,0.0,190.58,0.0,0,138.6
1.22,11.75,0.0,0.0,208.62,0.0,0,138.6
0.47,12.41,0.0,0.0,228.71,0.0,0,138.6
0.09,12.76,0.0,0.0,239.91,0.0,0,138.6
