temperature,humidity,horizontal_radiation,normal_radiation,heating,cooling,ventilation,gains
15.06,40.65,79.33,529.48,0.0,0.0,0,13.86
14.41,42.45,35.5,266.1,0.0,0.0,0,13.86
13.28,47.33,3.17,24.32,0.0,0.0,0,13.86
12.05,52.91,0.0,0.0,0.0,0.0,0,13.86
11.09,56.76,0.0,0.0,0.0,0.0,0,13.86
10.09,59.96,0.0,0.0,0.0,0.0,0,13.86
9.19,62.92,0.0,0.0,0.0,0.0,0,13.86
8.43,65.08,0.0,0.0,0.0,0.0,0,138.6
7.72,66.9,0.0,0.0,0.0,0.0,0,138.6
7.07,69.23,0.0,0.0,0.0,0.0,0,138.6
6.51,71.05,0.0,0.0,0.0,0.0,0,138.6
6.04,72.48,0.0,0.0,0.0,0.0,0,138.6
5.61,74.38,4.08,34.42,0.0,0.0,0,138.6
5.6,75.19,50.08,420.81,0.0,0.0,0,138.6
6.59,72.5,79.25,668.78,0.0,0.0,0,138.6
8.24,67.01,92.08,808.13,0.0,0.0,0,138.6
9.82,59.81,106.5,867.85,0.0,0.0,0,138.6
11.21,50.29,129.75,872.74,0.0,0.0,0,138.6
12.28,43.6,138.17,884.97,0.0,0.0,0,138.6
12.99,41.45,124.75,917.03,0.0,0.0,0,138.6
13.59,40.29,116.83,917.3,0.0,0.0,0,138.6
14.08,38.93,120.33,871.41,0.0,0.0,0,138.6
14.38,36.98,118.42,800.98,0.0,0.0,0,138.6
14.47,34.95,106.33,699.65,0.0,0.0,0,138.6
14.28,33.91,78.08,543.05,0.0,0.0,0,138.6
13.66,35.54,36.92,266.89,0.0,0.0,0,138.6
12.51,39.8,3.33,24.28,0.0,0.0,0,138.6
11.18,44.0,0.0,0.0,0.0,0.0,0,138.6
10.06,47.1,0.0,0.0,0.0,0.0,0,138.6
9.27,49.24,0.0,0.0,0.0,0.0,0,138.6
8.58,51.26,0.0,0.0,0.0,0.0,0,138.6
7.76,53.75,0.0,0.0,0.0,0.0,0,138.6
6.98,55.81,0.0,0.0,0.0,0.0,0,138.6
6.29,57.78,0.0,0.0,0.0,0.0,0,138.6
5.65,60.71,0.0,0.0,0.0,0.0,0,138.6
5.01,63.87,0.0,0.0,0.0,0.0,0,138.6
4.44,66.06,4.67,29.86,0.0,0.0,0,138.6
4.41,65.79,58.67,364.94,0.0,0.0,0,138.6
5.49,60.93,99.5,583.9,0.0,0.0,0,138.6
7.09,54.89,121.25,723.25,0.0,0.0,0,138.6
8.54,48.59,143.25,781.68,0.0,0.0,0,138.6
9.87,42.82,159.08,813.02,0.0,0.0,0,138.6
10.97,39.17,156.5,850.8,0.0,0.0,0,138.6
11.91,37.01,142.67,884.22,0.0,0.0,0,138.6
12.79,35.1,133.17,887.47,0.0,0.0,0,138.6
13.54,33.55,133.5,843.04,0.0,0.0,0,138.6
14.04,32.67,145.92,730.93,0.0,0.0,0,138.6
14.26,32.17,116.67,665.88,0.0,0.0,0,138.6
14.17,32.35,84.83,519.68,0.0,0.0,0,138.6
13.68,34.26,34.67,335.18,0.0,0.0,0,138.6
12.57,38.4,3.0,32.33,0.0,0.0,0,138.6
11.24,43.27,0.0,0.0,0.0,0.0,0,138.6
10.16,46.8,0.0,0.0,0.0,0.0,0,138.6
9.36,48.86,0.0,0.0,0.0,0.0,0,138.6
8.6,51.59,0.0,0.0,0.0,0.0,0,138.6
7.96,54.62,0.0,0.0,0.0,0.0,0,138.6
7.46,57.21,0.0,0.0,0.0,0.0,0,138.6
6.95,60.0,0.0,0.0,0.0,0.0,0,138.6
6.38,63.09,0.0,0.0,0.0,0.0,0,138.6
5.9,65.54,0.0,0.0,0.0,0.0,0,138.6
5.38,67.75,4.75,30.48,0.0,0.0,0,138.6
5.51,68.55,58.75,375.09,0.0,0.0,0,138.6
6.94,63.38,96.75,605.19,0.0,0.0,0,138.6
9.06,55.22,123.67,722.08,0.0,0.0,0,138.6
11.21,47.63,154.67,755.68,0.0,0.0,0,138.6
13.25,37.96,173.42,783.32,0.0,0.0,0,138.6
14.9,31.09,174.92,817.08,0.0,0.0,0,138.6
16.12,28.21,169.83,834.7,0.0,0.0,0,138.6
17.06,26.93,163.83,827.83,0.0,0.0,0,138.6
17.64,27.02,149.25,812.54,0.0,0.0,0,138.6
17.92,27.72,131.5,773.18,0.0,0.0,0,138.6
17.97,29.22,111.5,689.37,0.0,0.0,0,138.6
17.79,31.6,80.33,542.41,0.0,0.0,0,138.6
17.2,32.7,38.58,277.87,0.0,0.0,0,138.6
15.87,35.53,3.5,25.53,0.0,0.0,0,138.6
14.08,41.55,0.0,0.0,0.0,0.0,0,138.6
12.72,46.65,0.0,0.0,0.0,0.0,0,138.6
11.75,50.0,0.0,0.0,0.0,0.0,0,138.6
10.96,52.91,0.0,0.0,0.0,0.0,0,138.6
10.21,55.91,0.0,0.0,0.0,0.0,0,138.6
9.48,58.95,0.0,0.0,0.0,0.0,0,138.6
8.93,61.45,0.0,0.0,0.0,0.0,0,138.6
8.57,63.34,0.0,0.0,0.0,0.0,0,138.6
8.31,64.34,0.0,0.0,0.0,0.0,0,138.6
8.1,65.4,4.58,35.39,0.0,0.0,0,138.6
8.36,66.09,56.58,423.68,0.0,0.0,0,138.6
9.79,62.5,92.08,635.25,0.0,0.0,0,138.6
11.88,55.79,112.58,758.03,0.0,0.0,0,138.6
14.06,50.37,128.42,820.76,0.0,0.0,0,138.6
15.87,47.11,129.0,877.12,0.0,0.0,0,138.6
17.38,44.33,123.17,915.9,0.0,0.0,0,138.6
18.62,41.99,118.0,931.85,0.0,0.0,0,138.6
19.36,40.15,121.5,911.07,0.0,0.0,0,138.6
19.76,38.85,113.08,891.07,0.0,0.0,0,138.6
19.96,38.28,108.25,831.82,0.0,0.0,0,138.6
20.04,38.24,103.25,718.64,0.0,0.0,0,138.6
19.79,40.66,78.92,558.48,0.0,0.0,0,138.6
18.95,44.48,38.5,295.65,0.0,0.0,0,138.6
17.44,48.42,3.5,27.38,0.0,0.0,0,138.6
15.92,52.13,0.0,0.0,0.0,0.0,0,138.6
14.86,55.01,0.0,0.0,0.0,0.0,0,138.6
14.1,57.83,0.0,0.0,0.0,0.0,0,138.6
13.3,61.43,0.0,0.0,0.0,0.0,0,138.6
12.42,65.26,0.0,0.0,0.0,0.0,0,138.6
11.55,69.05,0.0,0.0,0.0,0.0,0,138.6
10.86,72.23,0.0,0.0,0.0,0.0,0,138.6
10.28,75.13,0.0,0.0,0.0,0.0,0,138.6
9.8,77.98,0.0,0.0,0.0,0.0,0,138.6
9.39,80.73,5.33,27.48,0.0,0.0,0,138.6
9.41,82.08,65.33,343.59,0.0,0.0,0,138.6
10.27,79.37,105.5,576.32,0.0,0.0,0,138.6
11.65,73.24,132.25,698.81,0.0,0.0,0,138.6
13.13,66.95,140.0,793.28,0.0,0.0,0,138.6
14.6,60.2,130.08,875.66,0.0,0.0,0,138.6
15.77,54.21,124.67,914.19,0.0,0.0,0,138.6
16.57,50.28,127.58,914.84,0.0,0.0,0,138.6
17.15,47.2,136.33,882.98,0.0,0.0,0,138.6
17.55,45.08,122.67,871.32,0.0,0.0,0,138.6
17.81,43.55,118.0,810.61,0.0,0.0,0,138.6
17.78,42.67,102.33,723.42,0.0,0.0,0,138.6
17.48,43.23,83.42,537.93,0.0,0.0,0,138.6
16.86,44.07,40.5,292.33,0.0,0.0,0,138.6
15.64,46.25,3.67,27.28,0.0,0.0,0,138.6
14.18,50.19,0.0,0.0,0.0,0.0,0,138.6
12.94,53.31,0.0,0.0,0.0,0.0,0,138.6
12.01,54.95,0.0,0.0,0.0,0.0,0,138.6
11.16,57.75,0.0,0.0,0.0,0.0,0,138.6
10.33,61.15,0.0,0.0,0.0,0.0,0,13.86
9.59,63.8,0.0,0.0,0.0,0.0,0,13.86
8.89,66.4,0.0,0.0,0.0,0.0,0,13.86
8.24,69.01,0.0,0.0,0.0,0.0,0,13.86
7.66,71.3,0.0,0.0,0.0,0.0,0,13.86
7.15,73.34,6.8100000000000005,71.88,0.0,0.0,0,13.86
7.26,74.03,53.92,486.57,0.0,0.0,0,13.86
8.52,69.84,104.33,599.18,0.0,0.0,0,13.86
10.29,63.43,138.92,682.82,0.0,0.0,0,13.86
12.16,58.09,159.25,749.47,0.0,0.0,0,13.86
13.79,53.48,160.08,816.23,0.0,0.0,0,13.86
15.14,49.72,152.25,863.82,0.0,0.0,0,13.86
16.25,47.18,153.83,867.83,0.0,0.0,0,13.86
17.01,45.77,159.67,839.32,0.0,0.0,0,13.86
17.57,44.94,166.42,776.91,0.0,0.0,0,13.86
17.88,44.77,176.83,640.1,0.0,0.0,0,13.86
17.9,45.08,187.83,383.88,0.0,0.0,0,13.86
17.62,46.1,116.25,362.94,0.0,0.0,0,13.86
16.94,50.32,41.75,312.85,0.0,0.0,0,13.86
15.65,56.17,3.5,31.42,0.0,0.0,0,13.86
14.36,59.49,0.0,0.0,0.0,0.0,0,13.86
13.39,61.63,0.0,0.0,0.0,0.0,0,13.86
12.5,63.35,0.0,0.0,0.0,0.0,0,13.86
11.87,64.84,0.0,0.0,0.0,0.0,0,13.86
11.5,66.02,0.0,0.0,0.0,0.0,0,13.86
11.13,67.52,0.0,0.0,0.0,0.0,0,13.86
10.91,68.73,0.0,0.0,0.0,0.0,0,13.86
10.65,70.17,0.0,0.0,0.0,0.0,0,13.86
10.37,71.93,0.0,0.0,0.0,0.0,0,13.86
10.11,73.42,7.08,0.0,0.0,0.0,0,13.86
9.99,75.05,56.42,0.46,0.0,0.0,0,13.86
10.26,75.6,104.5,2.07,0.0,0.0,0,13.86
10.7,76.09,114.17,0.23,0.0,0.0,0,13.86
11.09,77.43,130.83,0.0,0.0,0.0,0,13.86
11.5,75.98,152.25,0.0,0.0,0.0,0,13.86
11.5,76.95,175.17,0.0,0.0,0.0,0,13.86
11.2,79.6,18.17,0.0,0.0,0.0,0,13.86
10.48,81.59,27.83,0.0,0.0,0.0,0,13.86
9.35,85.26,142.75,0.0,0.0,0.0,0,13.86
8.46,87.58,126.0,4.5,0.0,0.0,0,13.86
8.14,86.6,163.42,20.25,0.0,0.0,0,13.86
8.05,83.98,40.83,2.25,0.0,0.0,0,13.86
7.97,81.12,16.58,0.0,0.0,0.0,0,13.86
7.8,77.88,1.58,0.0,0.0,0.0,0,13.86
7.5,77.22,0.0,0.0,0.0,0.0,0,13.86
7.12,78.59,0.0,0.0,0.0,0.0,0,13.86
6.92,76.64,0.0,0.0,0.0,0.0,0,13.86
7.14,73.77,0.0,0.0,0.0,0.0,0,13.86
7.15,72.48,0.0,0.0,0.0,0.0,0,138.6
6.8,71.78,0.0,0.0,0.0,0.0,0,138.6
6.36,71.64,0.0,0.0,0.0,0.0,0,138.6
5.82,72.4,0.0,0.0,0.0,0.0,0,138.6
5.31,72.64,0.0,0.0,0.0,0.0,0,138.6
4.83,73.35,7.92,66.36,0.0,0.0,0,138.6
4.69,73.56,57.25,471.78,0.0,0.0,0,138.6
5.34,72.55,88.0,680.47,0.0,0.0,0,138.6
6.46,69.34,107.92,784.81,0.0,0.0,0,138.6
7.86,62.44,132.5,822.54,0.0,0.0,0,138.6
9.1,53.71,235.17,651.42,0.0,0.0,0,138.6
9.93,45.89,386.75,325.22,0.0,0.0,0,138.6
10.37,41.14,390.08,321.9,0.0,0.0,0,138.6
10.51,40.38,400.92,131.42,0.0,0.0,0,138.6
10.85,41.13,364.83,170.12,0.0,0.0,0,138.6
11.04,43.65,269.25,177.67,0.0,0.0,0,138.6
10.8,48.95,68.67,18.19,0.0,0.0,0,138.6
10.01,57.14,30.92,58.67,0.0,0.0,0,138.6
9.22,63.32,37.33,264.02,0.0,0.0,0,138.6
8.31,68.28,3.92,29.33,0.0,0.0,0,138.6
7.49,73.35,0.0,0.0,0.0,0.0,0,138.6
6.91,77.32,0.0,0.0,0.0,0.0,0,138.6
6.33,80.73,0.0,0.0,0.0,0.0,0,138.6
5.9,82.92,0.0,0.0,0.0,0.0,0,138.6
5.67,83.85,0.0,0.0,0.0,0.0,0,138.6
5.41,84.65,0.0,0.0,0.0,0.0,0,138.6
5.09,85.2,0.0,0.0,0.0,0.0,0,138.6
4.39,85.91,0.0,0.0,0.0,0.0,0,138.6
3.83,86.18,0.0,0.0,0.0,0.0,0,138.6
3.55,86.25,8.06,67.0,0.0,0.0,0,138.6
3.82,86.17,58.5,473.97,0.0,0.0,0,138.6
4.98,83.7,91.17,672.97,0.0,0.0,0,138.6
6.45,79.16,115.25,766.72,0.0,0.0,0,138.6
8.05,71.27,174.58,716.59,0.0,0.0,0,138.6
9.32,61.21,352.5,344.33,0.0,0.0,0,138.6
10.01,54.9,388.25,333.0,0.0,0.0,0,138.6
10.48,51.74,413.75,189.77,0.0,0.0,0,138.6
10.96,49.62,354.25,111.74,0.0,0.0,0,138.6
11.37,49.5,307.75,393.1,0.0,0.0,0,138.6
11.54,49.81,271.67,351.95,0.0,0.0,0,138.6
11.66,49.95,134.33,635.19,0.0,0.0,0,138.6
11.51,51.97,80.17,565.97,0.0,0.0,0,138.6
10.96,54.26,49.42,184.86,0.0,0.0,0,138.6
10.18,57.9,4.75,14.61,0.0,0.0,0,138.6
9.34,63.41,0.0,0.0,0.0,0.0,0,138.6
8.67,68.88,0.0,0.0,0.0,0.0,0,138.6
7.97,74.78,0.0,0.0,0.0,0.0,0,138.6
7.29,79.46,0.0,0.0,0.0,0.0,0,138.6
6.87,81.86,0.0,0.0,0.0,0.0,0,138.6
6.42,83.66,0.0,0.0,0.0,0.0,0,138.6
5.96,85.06,0.0,0.0,0.0,0.0,0,138.6
5.39,85.65,0.0,0.0,0.0,0.0,0,138.6
4.77,85.63,0.0,0.0,0.0,0.0,0,138.6
4.27,85.29,8.06,69.02,0.0,0.0,0,138.6
5.06,83.5,57.67,489.45,0.0,0.0,0,138.6
6.91,77.65,86.58,697.63,0.0,0.0,0,138.6
8.75,69.14,108.75,787.34,0.0,0.0,0,138.6
10.25,62.8,125.17,839.01,0.0,0.0,0,138.6
11.15,59.73,138.42,866.42,0.0,0.0,0,138.6
11.77,57.76,138.0,894.29,0.0,0.0,0,138.6
12.05,57.53,122.0,927.79,0.0,0.0,0,138.6
12.14,58.56,142.33,876.48,0.0,0.0,0,138.6
12.15,59.55,148.0,824.75,0.0,0.0,0,138.6
12.09,60.27,126.25,799.54,0.0,0.0,0,138.6
12.2,60.97,102.92,741.14,0.0,0.0,0,138.6
12.17,62.96,77.0,613.72,0.0,0.0,0,138.6
11.88,65.02,40.5,369.68,0.0,0.0,0,138.6
11.29,68.25,3.75,35.14,0.0,0.0,0,138.6
10.22,74.45,0.0,0.0,0.0,0.0,0,138.6
8.94,80.12,0.0,0.0,0.0,0.0,0,138.6
8.24,82.45,0.0,0.0,0.0,0.0,0,138.6
7.68,84.72,0.0,0.0,0.0,0.0,0,138.6
6.95,88.23,0.0,0.0,0.0,0.0,0,138.6
6.32,91.0,0.0,0.0,0.0,0.0,0,138.6
5.95,92.4,0.0,0.0,0.0,0.0,0,138.6
5.75,93.01,0.0,0.0,0.0,0.0,0,138.6
5.69,93.49,0.0,0.0,0.0,0.0,0,138.6
5.51,93.52,7.78,73.01,0.0,0.0,0,138.6
6.1,91.59,54.67,518.16,0.0,0.0,0,138.6
8.03,84.2,77.17,740.0,0.0,0.0,0,138.6
10.39,73.2,94.58,831.45,0.0,0.0,0,138.6
12.41,62.88,112.83,870.45,0.0,0.0,0,138.6
14.08,53.07,126.67,890.47,0.0,0.0,0,138.6
15.27,45.25,116.33,933.84,0.0,0.0,0,138.6
16.08,40.49,118.0,935.24,0.0,0.0,0,138.6
16.79,37.99,129.5,900.65,0.0,0.0,0,138.6
17.36,36.95,123.17,875.24,0.0,0.0,0,138.6
17.61,37.05,145.42,705.42,0.0,0.0,0,138.6
17.62,37.91,211.83,196.45,0.0,0.0,0,138.6
17.49,39.52,137.58,122.63,0.0,0.0,0,138.6
17.07,41.95,53.33,224.35,0.0,0.0,0,138.6
16.01,45.52,4.58,24.17,0.0,0.0,0,138.6
14.67,49.35,0.0,0.0,0.0,0.0,0,138.6
13.63,51.32,0.0,0.0,0.0,0.0,0,138.6
13.07,51.94,0.0,0.0,0.0,0.0,0,138.6
12.49,53.35,0.0,0.0,0.0,0.0,0,138.6
12.24,54.29,0.0,0.0,0.0,0.0,0,138.6
12.28,54.41,0.0,0.0,0.0,0.0,0,138.6
12.15,55.62,0.0,0.0,0.0,0.0,0,138.6
11.77,59.34,0.0,0.0,0.0,0.0,0,138.6
11.4,65.89,0.0,0.0,0.0,0.0,0,138.6
11.09,70.5,14.5,28.63,0.0,0.0,0,138.6
11.35,72.4,77.58,254.51,0.0,0.0,0,138.6
12.21,74.19,105.25,620.9,0.0,0.0,0,138.6
13.28,74.42,241.25,248.8,0.0,0.0,0,138.6
14.08,73.68,235.17,27.16,0.0,0.0,0,138.6
14.16,73.83,123.08,0.74,0.0,0.0,0,138.6
12.7,80.58,148.92,0.0,0.0,0.0,0,138.6
11.56,84.76,141.5,0.0,0.0,0.0,0,138.6
10.95,82.0,174.25,0.89,0.0,0.0,0,138.6
10.84,74.82,278.0,21.47,0.0,0.0,0,138.6
11.27,68.47,290.58,152.91,0.0,0.0,0,138.6
10.63,69.67,186.0,441.27,0.0,0.0,0,138.6
10.12,72.67,91.5,565.72,0.0,0.0,0,138.6
10.28,74.17,39.83,400.2,0.0,0.0,0,138.6
10.44,75.67,3.58,38.9,0.0,0.0,0,138.6
10.61,77.17,0.0,0.0,0.0,0.0,0,138.6
10.77,78.67,0.0,0.0,0.0,0.0,0,138.6
10.93,80.17,0.0,0.0,0.0,0.0,0,138.6
11.09,81.67,0.0,0.0,0.0,0.0,0,138.6
11.26,83.16,0.0,0.0,0.0,0.0,0,13.86
11.42,84.65,0.0,0.0,0.0,0.0,0,13.86
11.58,86.15,0.0,0.0,0.0,0.0,0,13.86
11.75,87.65,0.0,0.0,0.0,0.0,0,13.86
11.91,89.15,0.0,0.0,0.0,0.0,0,13.86
12.07,90.66,13.83,3.06,0.0,0.0,0,13.86
12.23,92.16,67.17,13.78,0.0,0.0,0,13.86
12.4,93.65,87.08,1.53,0.0,0.0,0,13.86
12.83,92.57,174.17,3.18,0.0,0.0,0,13.86
13.39,90.5,280.83,18.99,0.0,0.0,0,13.86
14.32,86.9,324.83,22.68,0.0,0.0,0,13.86
15.12,82.62,270.42,2.54,0.0,0.0,0,13.86
15.11,81.98,298.08,24.79,0.0,0.0,0,13.86
15.13,80.79,390.67,113.25,0.0,0.0,0,13.86
15.13,79.27,336.5,52.78,0.0,0.0,0,13.86
14.98,78.84,293.33,79.86,0.0,0.0,0,13.86
14.79,78.68,199.08,31.39,0.0,0.0,0,13.86
14.48,79.4,109.67,29.11,0.0,0.0,0,13.86
14.19,80.13,57.08,100.37,0.0,0.0,0,13.86
13.9,81.58,5.33,11.1,0.0,0.0,0,13.86
13.74,83.67,0.0,0.0,0.0,0.0,0,13.86
13.77,84.65,0.0,0.0,0.0,0.0,0,13.86
13.87,85.71,0.0,0.0,0.0,0.0,0,13.86
13.93,88.56,0.0,0.0,0.0,0.0,0,13.86
14.03,91.3,0.0,0.0,0.0,0.0,0,13.86
14.11,93.75,0.0,0.0,0.0,0.0,0,13.86
14.21,94.9,0.0,0.0,0.0,0.0,0,13.86
14.33,95.25,0.0,0.0,0.0,0.0,0,13.86
14.42,96.05,0.0,0.0,0.0,0.0,0,13.86
14.55,96.16,12.5,1.5,0.0,0.0,0,13.86
14.68,95.8,75.5,9.32,0.0,0.0,0,13.86
14.73,96.2,146.83,14.62,0.0,0.0,0,13.86
14.81,96.75,201.75,12.16,0.0,0.0,0,13.86
14.81,97.72,176.5,1.21,0.0,0.0,0,13.86
14.8,97.19,139.33,0.0,0.0,0.0,0,13.86
14.87,96.49,201.42,0.0,0.0,0.0,0,13.86
15.04,95.79,155.42,0.0,0.0,0.0,0,13.86
15.14,95.05,123.17,0.0,0.0,0.0,0,13.86
15.24,94.9,137.25,0.52,0.0,0.0,0,13.86
15.35,94.32,197.83,2.32,0.0,0.0,0,13.86
15.39,93.46,140.17,0.75,0.0,0.0,0,13.86
15.47,92.62,88.17,2.2,0.0,0.0,0,13.86
15.51,91.67,24.58,0.24,0.0,0.0,0,13.86
15.48,91.13,1.83,0.0,0.0,0.0,0,13.86
15.36,91.43,0.0,0.0,0.0,0.0,0,13.86
15.26,92.05,0.0,0.0,0.0,0.0,0,13.86
15.2,93.09,0.0,0.0,0.0,0.0,0,13.86
15.18,93.74,0.0,0.0,0.0,0.0,0,13.86
15.17,93.89,0.0,0.0,0.0,0.0,0,138.6
15.06,94.12,0.0,0.0,0.0,0.0,0,138.6
14.9,94.48,0.0,0.0,0.0,0.0,0,138.6
14.78,94.8,0.0,0.0,0.0,0.0,0,138.6
14.69,95.02,0.0,0.0,0.0,0.0,0,138.6
14.59,95.13,7.5,0.0,0.0,0.0,0,138.6
14.59,95.0,48.92,0.0,0.0,0.0,0,138.6
14.78,94.75,120.08,2.4,0.0,0.0,0,138.6
15.06,94.39,220.17,17.12,0.0,0.0,0,138.6
15.37,93.24,306.33,80.73,0.0,0.0,0,138.6
15.66,92.29,355.08,307.94,0.0,0.0,0,138.6
15.73,91.84,358.17,405.34,0.0,0.0,0,138.6
15.84,91.04,407.17,250.59,0.0,0.0,0,138.6
16.06,90.37,386.0,81.58,0.0,0.0,0,138.6
16.45,88.51,303.5,22.48,0.0,0.0,0,138.6
16.69,87.24,276.42,40.75,0.0,0.0,0,138.6
16.74,87.02,195.42,24.64,0.0,0.0,0,138.6
16.71,86.75,131.75,42.84,0.0,0.0,0,138.6
16.61,85.92,58.17,42.92,0.0,0.0,0,138.6
16.27,87.53,5.17,4.37,0.0,0.0,0,138.6
15.8,90.8,0.0,0.0,0.0,0.0,0,138.6
15.18,94.12,0.0,0.0,0.0,0.0,0,138.6
14.44,95.31,0.0,0.0,0.0,0.0,0,138.6
14.0,95.01,0.0,0.0,0.0,0.0,0,138.6
13.85,95.04,0.0,0.0,0.0,0.0,0,138.6
13.63,95.25,0.0,0.0,0.0,0.0,0,138.6
13.69,95.29,0.0,0.0,0.0,0.0,0,138.6
13.69,95.42,0.0,0.0,0.0,0.0,0,138.6
13.44,96.1,0.0,0.0,0.0,0.0,0,138.6
13.31,97.0,15.17,80.06,0.0,0.0,0,138.6
13.45,97.47,68.08,466.93,0.0,0.0,0,138.6
14.13,95.92,105.83,630.62,0.0,0.0,0,138.6
15.68,91.98,138.33,690.99,0.0,0.0,0,138.6
17.46,87.23,122.25,829.36,0.0,0.0,0,138.6
19.37,81.2,123.75,875.97,0.0,0.0,0,138.6
20.84,75.09,101.67,938.9,0.0,0.0,0,138.6
21.77,70.52,84.08,973.48,0.0,0.0,0,138.6
22.58,66.89,92.5,946.62,0.0,0.0,0,138.6
23.26,64.02,141.0,814.95,0.0,0.0,0,138.6
23.65,61.75,172.33,542.25,0.0,0.0,0,138.6
23.52,62.22,100.83,52.48,0.0,0.0,0,138.6
22.87,65.24,47.83,0.0,0.0,0.0,0,138.6
21.96,69.15,12.42,0.0,0.0,0.0,0,138.6
21.21,72.88,0.92,0.0,0.0,0.0,0,138.6
20.81,74.45,0.0,0.0,0.0,0.0,0,138.6
20.34,75.63,0.0,0.0,0.0,0.0,0,138.6
19.26,79.75,0.0,0.0,0.0,0.0,0,138.6
18.13,86.5,0.0,0.0,0.0,0.0,0,138.6
17.18,92.4,0.0,0.0,0.0,0.0,0,138.6
16.57,91.86,0.0,0.0,0.0,0.0,0,138.6
16.15,86.81,0.0,0.0,0.0,0.0,0,138.6
15.69,82.22,0.0,0.0,0.0,0.0,0,138.6
15.35,80.83,0.0,0.0,0.0,0.0,0,138.6
15.3,81.47,15.67,100.67,0.0,0.0,0,138.6
15.63,82.3,64.33,514.89,0.0,0.0,0,138.6
16.28,81.8,97.92,664.36,0.0,0.0,0,138.6
16.92,79.13,110.0,776.51,0.0,0.0,0,138.6
17.34,77.01,112.67,853.81,0.0,0.0,0,138.6
17.79,74.57,126.33,874.2,0.0,0.0,0,138.6
17.93,73.65,140.92,870.16,0.0,0.0,0,138.6
17.91,73.94,81.5,977.58,0.0,0.0,0,138.6
18.01,73.02,77.42,975.53,0.0,0.0,0,138.6
18.07,71.52,81.33,942.26,0.0,0.0,0,138.6
18.18,69.7,85.17,882.89,0.0,0.0,0,138.6
18.26,68.15,86.92,780.23,0.0,0.0,0,138.6
18.22,67.39,79.75,602.73,0.0,0.0,0,138.6
17.93,68.6,52.67,301.75,0.0,0.0,0,138.6
16.97,74.76,5.08,27.59,0.0,0.0,0,138.6
15.51,82.3,0.0,0.0,0.0,0.0,0,138.6
14.49,87.0,0.0,0.0,0.0,0.0,0,138.6
14.72,87.93,0.0,0.0,0.0,0.0,0,138.6
14.1,89.93,0.0,0.0,0.0,0.0,0,138.6
13.05,92.71,0.0,0.0,0.0,0.0,0,138.6
12.76,93.97,0.0,0.0,0.0,0.0,0,138.6
12.64,94.5,0.0,0.0,0.0,0.0,0,138.6
12.36,94.68,0.0,0.0,0.0,0.0,0,138.6
12.04,94.88,0.0,0.0,0.0,0.0,0,138.6
11.92,94.97,18.33,98.18,0.0,0.0,0,138.6
12.63,94.16,62.83,523.42,0.0,0.0,0,138.6
13.69,90.95,90.33,696.56,0.0,0.0,0,138.6
15.01,86.16,105.5,791.43,0.0,0.0,0,138.6
16.48,80.6,110.92,858.41,0.0,0.0,0,138.6
18.13,75.24,107.83,908.24,0.0,0.0,0,138.6
19.36,70.75,84.17,970.41,0.0,0.0,0,138.6
20.06,67.72,76.0,988.2,0.0,0.0,0,138.6
20.62,65.66,77.5,975.14,0.0,0.0,0,138.6
21.06,63.77,87.5,927.42,0.0,0.0,0,138.6
21.33,62.21,121.58,791.03,0.0,0.0,0,138.6
21.55,60.08,141.0,562.73,0.0,0.0,0,138.6
21.59,58.1,139.25,164.86,0.0,0.0,0,138.6
21.19,61.47,63.92,185.81,0.0,0.0,0,138.6
20.13,66.9,5.67,19.76,0.0,0.0,0,138.6
18.73,71.35,0.0,0.0,0.0,0.0,0,138.6
17.67,75.12,0.0,0.0,0.0,0.0,0,138.6
16.74,79.01,0.0,0.0,0.0,0.0,0,138.6
15.92,81.94,0.0,0.0,0.0,0.0,0,138.6
15.37,83.8,0.0,0.0,0.0,0.0,0,138.6
14.92,85.45,0.0,0.0,0.0,0.0,0,138.6
14.52,86.71,0.0,0.0,0.0,0.0,0,138.6
14.1,88.02,0.0,0.0,0.0,0.0,0,138.6
13.68,89.12,0.0,0.0,0.0,0.0,0,138.6
13.44,89.36,21.5,102.23,0.0,0.0,0,138.6
14.07,86.79,74.42,464.55,0.0,0.0,0,138.6
15.25,81.15,121.42,587.98,0.0,0.0,0,138.6
16.73,75.25,193.58,549.81,0.0,0.0,0,138.6
18.32,70.23,257.42,508.38,0.0,0.0,0,138.6
19.58,67.03,197.75,730.74,0.0,0.0,0,138.6
20.57,63.96,126.42,899.35,0.0,0.0,0,138.6
21.49,60.04,108.83,936.02,0.0,0.0,0,138.6
22.21,56.13,100.33,938.68,0.0,0.0,0,138.6
22.76,53.12,128.25,851.26,0.0,0.0,0,138.6
23.17,50.73,161.75,660.57,0.0,0.0,0,138.6
23.24,50.01,220.5,174.86,0.0,0.0,0,138.6
22.88,52.68,136.17,47.32,0.0,0.0,0,138.6
22.15,55.82,37.0,3.97,0.0,0.0,0,138.6
21.04,59.72,2.75,0.0,0.0,0.0,0,138.6
19.59,65.01,0.0,0.0,0.0,0.0,0,138.6
18.47,68.41,0.0,0.0,0.0,0.0,0,138.6
17.96,70.92,0.0,0.0,0.0,0.0,0,138.6
17.43,72.88,0.0,0.0,0.0,0.0,0,138.6
16.96,73.78,0.0,0.0,0.0,0.0,0,13.86
16.63,74.95,0.0,0.0,0.0,0.0,0,13.86
